iteration,LB,UB,gap,n_cuts
74,34.14593167666666,inf,inf,147
75,34.16317150333335,inf,inf,148
76,34.16317150333335,inf,inf,149
77,34.16747866333333,inf,inf,150
78,34.16747866333333,inf,inf,151
79,34.22182453000001,inf,inf,156
80,34.22182453000001,inf,inf,157
81,34.39021489000001,inf,inf,158
82,34.39021489000001,inf,inf,162
83,34.41865371666665,inf,inf,163
84,34.41865371666665,inf,inf,165
85,34.43920439666668,inf,inf,166
86,34.43920439666668,inf,inf,166
87,34.48477194333336,inf,inf,167
88,34.48477194333336,inf,inf,168
89,34.49270103333335,inf,inf,169
90,34.49270103333335,inf,inf,170
91,34.54060335666664,inf,inf,171
92,34.54060335666664,inf,inf,172
93,34.635373676666674,inf,inf,177
94,34.635373676666674,inf,inf,178
95,34.649606850000026,inf,inf,179
96,34.649606850000026,inf,inf,180
97,34.694549236666674,inf,inf,181
98,34.694549236666674,inf,inf,182
99,34.70908771666666,inf,inf,183
100,34.70908771666666,inf,inf,184
101,34.75070277545151,inf,inf,185
102,34.75070277545151,inf,inf,189
103,34.81611594569944,inf,inf,190
104,34.81611594569944,inf,inf,191
105,34.876287414932065,inf,inf,192
106,34.876287414932065,inf,inf,193
107,34.94445757666665,inf,inf,197
108,34.94445757666665,inf,inf,202
109,34.99083102333337,inf,inf,202
110,34.99083102333337,inf,inf,204
111,35.02177972869732,inf,inf,204
112,35.02177972869732,inf,inf,205
113,35.04013134333332,inf,inf,208
114,35.04013134333332,inf,inf,209
115,35.243947449999986,inf,inf,209
116,35.243947449999986,inf,inf,215
117,35.25459598275305,inf,inf,216
118,35.25459598275305,inf,inf,217
119,35.25637586333336,inf,inf,219
120,35.25637586333336,inf,inf,220
121,35.2997652587597,inf,inf,220
122,35.2997652587597,inf,inf,221
123,35.343808636666665,inf,inf,221
124,35.343808636666665,inf,inf,226
125,35.415168476666665,inf,inf,227
126,35.415168476666665,inf,inf,228
127,35.429793436666685,inf,inf,229
128,35.429793436666685,inf,inf,230
129,35.440852096666646,inf,inf,235
130,35.440852096666646,inf,inf,236
131,35.492906076666685,inf,inf,237
132,35.492906076666685,inf,inf,239
133,35.61479034333332,inf,inf,240
134,35.61479034333332,inf,inf,244
135,35.65572754237445,inf,inf,245
136,35.65572754237445,inf,inf,246
137,35.74817236,inf,inf,246
138,35.74817236,inf,inf,247
139,36.034827996666664,inf,inf,247
140,36.034827996666664,inf,inf,248
141,36.05315954333335,inf,inf,252
142,36.05315954333335,inf,inf,252
143,36.062391457851234,inf,inf,257
144,36.062391457851234,inf,inf,257
145,36.10173805648989,inf,inf,257
146,36.10173805648989,inf,inf,258
147,36.103307943333334,inf,inf,259
148,36.103307943333334,inf,inf,262
149,36.11751658333329,inf,inf,263
150,36.11751658333329,inf,inf,264
151,36.14926635666664,inf,inf,265
152,36.14926635666664,inf,inf,266
153,36.18490046333332,inf,inf,267
154,36.18490046333332,inf,inf,268
155,36.217512676666686,inf,inf,269
156,36.217512676666686,inf,inf,270
157,36.33510271666662,inf,inf,271
158,36.33510271666662,inf,inf,272
159,36.41054699132508,inf,inf,273
160,36.41054699132508,inf,inf,274
161,36.469437263333305,inf,inf,275
162,36.469437263333305,inf,inf,278
163,36.6655255093674,inf,inf,279
164,36.6655255093674,inf,inf,280
165,36.73315350333335,inf,inf,280
166,36.73315350333335,inf,inf,283
167,36.79531074333334,inf,inf,284
168,36.79531074333334,inf,inf,285
169,36.798591396666644,inf,inf,285
170,36.798591396666644,inf,inf,286
171,36.87235763666665,inf,inf,286
172,36.87235763666665,inf,inf,287
173,36.95766154333333,inf,inf,288
174,36.95766154333333,inf,inf,291
175,36.97203089000001,inf,inf,292
176,36.97203089000001,inf,inf,292
177,36.97595142999999,inf,inf,293
178,36.97595142999999,inf,inf,294
179,36.977107143888915,inf,inf,295
180,36.977107143888915,inf,inf,304
181,36.99145663500002,inf,inf,305
182,36.99145663500002,inf,inf,313
183,37.11588794333329,inf,inf,314
184,37.11588794333329,inf,inf,318
185,37.21919230566144,inf,inf,318
186,37.21919230566144,inf,inf,321
187,37.271153370000015,inf,inf,322
188,37.271153370000015,inf,inf,326
189,37.32968602198457,inf,inf,326
190,37.32968602198457,inf,inf,327
191,37.42782981036656,inf,inf,328
192,37.42782981036656,inf,inf,329
193,37.463359781666654,inf,inf,330
194,37.463359781666654,inf,inf,331
195,37.48920549000002,inf,inf,332
196,37.48920549000002,inf,inf,333
197,37.5248619938095,inf,inf,333
198,37.5248619938095,inf,inf,341
199,37.57902289666668,inf,inf,341
200,37.57902289666668,inf,inf,342
201,37.67530327666669,inf,inf,343
202,37.67530327666669,inf,inf,348
203,37.682911983333355,inf,inf,349
204,37.682911983333355,inf,inf,350
205,37.697480663333344,inf,inf,351
206,37.697480663333344,inf,inf,352
207,37.84726658833331,inf,inf,352
208,37.84726658833331,inf,inf,357
209,37.89016622333335,inf,inf,358
210,37.89016622333335,inf,inf,359
211,37.96672495666668,inf,inf,360
212,37.96672495666668,inf,inf,360
213,38.02941467666665,inf,inf,361
214,38.02941467666665,inf,inf,362
215,38.07956569000004,inf,inf,365
216,38.07956569000004,inf,inf,371
217,38.09773459666667,inf,inf,371
218,38.09773459666667,inf,inf,372
219,38.121468689999986,inf,inf,378
220,38.121468689999986,inf,inf,379
221,38.15714724333333,inf,inf,384
222,38.15714724333333,inf,inf,385
223,38.21761578333332,inf,inf,386
224,38.21761578333332,inf,inf,387
225,38.24859397000002,inf,inf,388
226,38.24859397000002,inf,inf,390
227,38.29124386333331,inf,inf,391
228,38.29124386333331,inf,inf,392
229,38.33164609000001,inf,inf,393
230,38.33164609000001,inf,inf,394
231,38.33675337000004,inf,inf,394
232,38.33675337000004,inf,inf,395
233,38.359293115,inf,inf,395
234,38.359293115,inf,inf,396
235,38.44152397000002,inf,inf,397
236,38.44152397000002,inf,inf,398
237,38.45823674333332,inf,inf,399
238,38.45823674333332,inf,inf,400
239,38.537251943333345,inf,inf,401
240,38.537251943333345,inf,inf,402
241,38.57603363999999,inf,inf,406
242,38.57603363999999,inf,inf,411
243,38.62621384333335,inf,inf,411
244,38.62621384333335,inf,inf,412
245,38.68823246272326,inf,inf,413
246,38.68823246272326,inf,inf,414
247,38.82583518833336,inf,inf,414
248,38.82583518833336,inf,inf,417
249,38.83924054215656,inf,inf,418
250,38.83924054215656,inf,inf,427
251,38.85342604792881,inf,inf,427
252,38.85342604792881,inf,inf,431
253,39.02432975666668,inf,inf,431
254,39.02432975666668,inf,inf,432
255,39.02673923069271,inf,inf,433
256,39.02673923069271,inf,inf,434
257,39.05653603500002,inf,inf,440
258,39.05653603500002,inf,inf,446
259,39.068310350000004,inf,inf,447
260,39.068310350000004,inf,inf,448
261,39.13977866166668,inf,inf,451
262,39.13977866166668,64.85877413333334,0.39653841466067286,453
263,39.14191762999998,64.85877413333334,0.39650543580219333,454
264,39.14191762999998,64.85877413333334,0.39650543580219333,457
265,39.17850728495641,64.85877413333334,0.39594129231589786,460
266,39.17850728495641,64.85877413333334,0.39594129231589786,461
267,39.18435064666668,64.85877413333334,0.39585119869651714,461
268,39.18435064666668,64.85877413333334,0.39585119869651714,462
269,39.50910842333333,64.85877413333334,0.3908440461407345,462
270,39.50910842333333,64.85877413333334,0.3908440461407345,463
271,39.61114183666666,64.85877413333334,0.38927088330044435,468
272,39.61114183666666,64.85877413333334,0.38927088330044435,469
273,39.760302369999955,64.85877413333334,0.38697110913223914,470
274,39.760302369999955,64.85877413333334,0.38697110913223914,471
275,39.83386928666671,64.85877413333334,0.385836845994371,471
276,39.83386928666671,64.85877413333334,0.385836845994371,472
277,39.864672383333314,64.85877413333334,0.38536192032582106,472
278,39.864672383333314,64.85877413333334,0.38536192032582106,476
279,39.88523198333334,64.85877413333334,0.3850449300608222,477
280,39.88523198333334,64.85877413333334,0.3850449300608222,478
281,39.94402410880211,64.85877413333334,0.3841384663440102,479
282,39.94402410880211,64.85877413333334,0.3841384663440102,480
283,39.947495916666675,64.85877413333334,0.3840849376131491,481
284,39.947495916666675,64.85877413333334,0.3840849376131491,482
285,40.00258470666665,64.85877413333334,0.383235572346289,482
286,40.00258470666665,64.85877413333334,0.383235572346289,483
287,40.02016629888891,64.85877413333334,0.382964497345918,483
288,40.02016629888891,64.85877413333334,0.382964497345918,484
289,40.06430927666666,64.85877413333334,0.38228389586419703,485
290,40.06430927666666,64.85877413333334,0.38228389586419703,486
291,40.126748649999996,64.85877413333334,0.3813211984625321,487
292,40.126748649999996,64.85877413333334,0.3813211984625321,487
293,40.13629028202898,64.85877413333334,0.38117408448826284,488
294,40.13629028202898,64.85877413333334,0.38117408448826284,489
295,40.137320188333305,64.85877413333334,0.38115820527503247,489
296,40.137320188333305,64.85877413333334,0.38115820527503247,490
297,40.15477037999999,64.85877413333334,0.3808891562234607,491
298,40.15477037999999,64.85877413333334,0.3808891562234607,492
299,40.16039585333334,64.85877413333334,0.3808024220320036,492
300,40.16039585333334,64.85877413333334,0.3808024220320036,498
301,40.19810034333332,64.85877413333334,0.3802210898914597,498
302,40.19810034333332,64.85877413333334,0.3802210898914597,499
303,40.25265863271103,64.85877413333334,0.37937990394388765,500
304,40.25265863271103,64.85877413333334,0.37937990394388765,501
305,40.384472750000015,64.85877413333334,0.3773475788028357,502
306,40.384472750000015,64.85877413333334,0.3773475788028357,502
307,40.38618150000002,64.85877413333334,0.37732123309983967,503
308,40.38618150000002,64.85877413333334,0.37732123309983967,504
309,40.39883381,64.85877413333334,0.3771261583367248,504
310,40.39883381,64.85877413333334,0.3771261583367248,505
311,40.42208604833337,64.85877413333334,0.37676765266584106,509
312,40.42208604833337,64.85877413333334,0.37676765266584106,509
313,40.457678410000014,62.105269199999995,0.34856286863981556,511
314,40.457678410000014,62.105269199999995,0.34856286863981556,512
315,40.49968026333332,62.105269199999995,0.3478865676773635,512
316,40.49968026333332,62.105269199999995,0.3478865676773635,516
317,40.53479796333334,62.105269199999995,0.34732111324084974,517
318,40.53479796333334,62.105269199999995,0.34732111324084974,517
319,40.56509904333333,62.105269199999995,0.3468332145425539,518
320,40.56509904333333,62.105269199999995,0.3468332145425539,522
321,40.57457775666664,62.105269199999995,0.34668059120712025,527
322,40.57457775666664,62.105269199999995,0.34668059120712025,531
323,40.63235284399185,62.105269199999995,0.3457503144678124,532
324,40.63235284399185,62.105269199999995,0.3457503144678124,537
325,40.65396586483759,62.105269199999995,0.34540230823381424,537
326,40.65396586483759,62.105269199999995,0.34540230823381424,537
327,40.659636258333364,62.105269199999995,0.3453110052965785,538
328,40.659636258333364,62.105269199999995,0.3453110052965785,539
329,40.66689208429993,62.105269199999995,0.34519417421187293,539
330,40.66689208429993,62.105269199999995,0.34519417421187293,540
331,40.681121292264166,62.105269199999995,0.34496505986863724,540
332,40.681121292264166,62.105269199999995,0.34496505986863724,542
333,40.68215034333332,62.105269199999995,0.3449484904038815,542
334,40.68215034333332,62.105269199999995,0.3449484904038815,543
335,40.69449809,62.105269199999995,0.3447496707735065,544
336,40.69449809,62.105269199999995,0.3447496707735065,544
337,40.732074276666665,62.105269199999995,0.3441446305385845,545
338,40.732074276666665,62.105269199999995,0.3441446305385845,547
339,40.734802570000035,62.105269199999995,0.34410070039596513,547
340,40.734802570000035,62.105269199999995,0.34410070039596513,548
341,40.73827644333335,62.105269199999995,0.34404476515281973,551
342,40.73827644333335,62.105269199999995,0.34404476515281973,551
343,40.77981521000001,62.105269199999995,0.34337592066986783,551
344,40.77981521000001,62.105269199999995,0.34337592066986783,552
345,40.794553529999995,62.105269199999995,0.34313860876075236,553
346,40.794553529999995,62.105269199999995,0.34313860876075236,554
347,40.831758543333294,62.105269199999995,0.3425395450450234,555
348,40.831758543333294,62.105269199999995,0.3425395450450234,555
349,40.89346775666664,62.105269199999995,0.34154592221513724,556
350,40.89346775666664,62.105269199999995,0.34154592221513724,557
351,40.95303488999999,62.105269199999995,0.34058679050053947,558
352,40.95303488999999,62.105269199999995,0.34058679050053947,559
353,41.017370583333346,62.105269199999995,0.33955087689510655,559
354,41.017370583333346,62.105269199999995,0.33955087689510655,560
355,41.02395039666668,62.105269199999995,0.3394449307585212,564
356,41.02395039666668,62.105269199999995,0.3394449307585212,568
357,41.0687138233333,62.105269199999995,0.338724163789096,569
358,41.0687138233333,62.105269199999995,0.338724163789096,575
359,41.07314919823111,62.105269199999995,0.3386527467426047,576
360,41.07314919823111,62.105269199999995,0.3386527467426047,580
361,41.090791044905885,62.105269199999995,0.3383686831373418,583
362,41.090791044905885,62.105269199999995,0.3383686831373418,589
363,41.09881773000001,62.105269199999995,0.3382394399153492,589
364,41.09881773000001,62.105269199999995,0.3382394399153492,593
365,41.10187381000004,62.105269199999995,0.33819023185233943,594
366,41.10187381000004,62.105269199999995,0.33819023185233943,595
367,41.119555194999975,62.105269199999995,0.3379055316130893,596
368,41.119555194999975,62.105269199999995,0.3379055316130893,597
369,41.14358080666665,62.105269199999995,0.33751867858151635,598
370,41.14358080666665,62.105269199999995,0.33751867858151635,602
371,41.20504261000002,62.105269199999995,0.3365290394715812,602
372,41.20504261000002,62.105269199999995,0.3365290394715812,603
373,41.21874581,62.105269199999995,0.3363083947472849,604
374,41.21874581,62.105269199999995,0.3363083947472849,604
375,41.26136272333335,62.105269199999995,0.3356221902773211,605
376,41.26136272333335,62.105269199999995,0.3356221902773211,606
377,41.28716534333334,62.105269199999995,0.33520672440248683,606
378,41.28716534333334,62.105269199999995,0.33520672440248683,607
379,41.40140332999997,62.105269199999995,0.3333672993724021,608
380,41.40140332999997,62.105269199999995,0.3333672993724021,609
381,41.43798494000001,62.105269199999995,0.332778273505978,609
382,41.43798494000001,62.105269199999995,0.332778273505978,609
383,41.44891287666667,62.105269199999995,0.33260231522083683,609
384,41.44891287666667,62.105269199999995,0.33260231522083683,609
385,41.46221474166667,62.105269199999995,0.3323881326696403,610
386,41.46221474166667,62.105269199999995,0.3323881326696403,615
387,41.52111738675477,62.105269199999995,0.3314397003410015,616
388,41.52111738675477,62.105269199999995,0.3314397003410015,617
389,41.59934892333335,62.105269199999995,0.3301800401288116,618
390,41.59934892333335,62.105269199999995,0.3301800401288116,619
391,41.61482470166668,62.105269199999995,0.32993085389175514,620
392,41.61482470166668,62.105269199999995,0.32993085389175514,624
393,41.66513067666668,62.105269199999995,0.3291208425086952,625
394,41.66513067666668,62.105269199999995,0.3291208425086952,626
395,41.665728516666704,62.105269199999995,0.3291112162723432,627
396,41.665728516666704,62.105269199999995,0.3291112162723432,628
397,41.68064346915695,62.105269199999995,0.3288710602810341,629
398,41.68064346915695,62.105269199999995,0.3288710602810341,634
399,41.68322545666666,62.105269199999995,0.32882948590992234,634
400,41.68322545666666,62.105269199999995,0.32882948590992234,634
401,41.710636845,62.105269199999995,0.3283881161407154,635
402,41.710636845,62.105269199999995,0.3283881161407154,636
403,41.71273019666668,62.105269199999995,0.3283544096341074,637
404,41.71273019666668,62.105269199999995,0.3283544096341074,637
405,41.74103367666667,62.105269199999995,0.32789867567844516,638
406,41.74103367666667,62.105269199999995,0.32789867567844516,646
407,41.81196726081696,62.105269199999995,0.3267565248583294,647
408,41.81196726081696,62.105269199999995,0.3267565248583294,650
409,41.91938801000002,62.105269199999995,0.32502686889569066,653
410,41.91938801000002,62.105269199999995,0.32502686889569066,654
411,41.91977503153741,62.105269199999995,0.3250206371935762,655
412,41.91977503153741,62.105269199999995,0.3250206371935762,660
413,41.930446841666665,62.105269199999995,0.3248488029793989,661
414,41.930446841666665,61.10010253333333,0.313741792515137,663
415,41.93790861000001,61.10010253333333,0.3136196688520994,664
416,41.93790861000001,61.10010253333333,0.3136196688520994,665
417,41.970967729999984,61.10010253333333,0.3130786039662927,666
418,41.970967729999984,61.10010253333333,0.3130786039662927,667
419,42.02431777368258,61.10010253333333,0.3122054459604859,668
420,42.02431777368258,61.10010253333333,0.3122054459604859,673
421,42.035210410000005,61.10010253333333,0.31202717070617714,677
422,42.035210410000005,61.10010253333333,0.31202717070617714,678
423,42.077555909999965,61.10010253333333,0.3113341194960444,679
424,42.077555909999965,61.10010253333333,0.3113341194960444,679
425,42.12204701000002,61.10010253333333,0.3106059521418934,680
426,42.12204701000002,61.10010253333333,0.3106059521418934,681
427,42.25704562999999,61.10010253333333,0.3083964858005509,681
428,42.25704562999999,61.10010253333333,0.3083964858005509,682
429,42.26907246333333,61.10010253333333,0.30819964761477575,683
430,42.26907246333333,61.10010253333333,0.30819964761477575,685
431,42.331585348333334,61.10010253333333,0.30717652519094835,686
432,42.331585348333334,61.10010253333333,0.30717652519094835,687
433,42.475336628888904,61.10010253333333,0.30482380768974376,688
434,42.475336628888904,61.10010253333333,0.30482380768974376,689
435,42.53817009000002,61.10010253333333,0.3037954385298583,690
436,42.53817009000002,61.10010253333333,0.3037954385298583,691
437,42.55505641201501,61.10010253333333,0.3035190671112379,692
438,42.55505641201501,61.10010253333333,0.3035190671112379,694
439,42.57735795810004,61.10010253333333,0.3031540669694974,696
440,42.57735795810004,61.10010253333333,0.3031540669694974,696
441,42.61174744,61.10010253333333,0.30259122860304455,699
442,42.61174744,61.10010253333333,0.30259122860304455,700
443,42.682288066666686,61.10010253333333,0.30143671946571204,701
444,42.682288066666686,61.10010253333333,0.30143671946571204,701
445,42.751965176790875,61.10010253333333,0.30029634314496567,701
446,42.751965176790875,61.10010253333333,0.30029634314496567,702
447,42.79707874333333,61.10010253333333,0.29955798813945905,703
448,42.79707874333333,61.10010253333333,0.29955798813945905,704
449,42.87437756666668,61.10010253333333,0.2982928704043263,705
450,42.87437756666668,61.10010253333333,0.2982928704043263,706
451,42.978936756666684,61.10010253333333,0.2965815935706588,706
452,42.978936756666684,61.10010253333333,0.2965815935706588,707
453,42.97962201,61.10010253333333,0.296570378313975,708
454,42.97962201,61.10010253333333,0.296570378313975,709
455,43.05678675911042,61.10010253333333,0.29530745491596067,710
456,43.05678675911042,61.10010253333333,0.29530745491596067,711
457,43.1142622966667,61.10010253333333,0.29436677666546307,712
458,43.1142622966667,61.10010253333333,0.29436677666546307,713
459,43.138124343333345,61.10010253333333,0.29397623645886317,714
460,43.138124343333345,61.10010253333333,0.29397623645886317,715
461,43.20776044333334,61.10010253333333,0.29283653133378573,716
462,43.20776044333334,61.10010253333333,0.29283653133378573,716
463,43.32946363000004,61.10010253333333,0.29084466582749946,716
464,43.32946363000004,61.10010253333333,0.29084466582749946,717
465,43.34067886333335,61.10010253333333,0.29066111076182355,718
466,43.34067886333335,61.10010253333333,0.29066111076182355,719
467,43.34367494333328,61.10010253333333,0.29061207516489806,720
468,43.34367494333328,61.10010253333333,0.29061207516489806,721
469,43.36583633000002,61.10010253333333,0.29024936895414094,722
470,43.36583633000002,61.10010253333333,0.29024936895414094,723
471,43.37371672833335,61.10010253333333,0.29012039374777315,723
472,43.37371672833335,61.10010253333333,0.29012039374777315,723
473,43.39718455666666,61.10010253333333,0.28973630554889485,724
474,43.39718455666666,61.10010253333333,0.28973630554889485,725
475,43.41719802999999,61.10010253333333,0.2894087533435215,726
476,43.41719802999999,61.10010253333333,0.2894087533435215,727
477,43.44625344928012,61.10010253333333,0.28893321536444394,728
478,43.44625344928012,61.10010253333333,0.28893321536444394,732
479,43.46391647777776,61.10010253333333,0.2886441319134301,733
480,43.46391647777776,61.10010253333333,0.2886441319134301,734
481,43.479564890000034,61.10010253333333,0.2883880208502164,735
482,43.479564890000034,61.10010253333333,0.2883880208502164,736
483,43.488914340000015,61.10010253333333,0.28823500228539684,737
484,43.488914340000015,61.10010253333333,0.28823500228539684,737
485,43.499027850000004,61.10010253333333,0.2880694786679124,737
486,43.499027850000004,61.10010253333333,0.2880694786679124,738
487,43.51550525000004,61.10010253333333,0.28779979990606336,739
488,43.51550525000004,61.10010253333333,0.28779979990606336,740
489,43.53122714333334,61.10010253333333,0.28754248620802625,741
490,43.53122714333334,61.10010253333333,0.28754248620802625,742
491,43.54306863000001,61.10010253333333,0.28734868151416004,744
492,43.54306863000001,61.10010253333333,0.28734868151416004,745
493,43.5518060442299,61.10010253333333,0.28720567988457807,746
494,43.5518060442299,61.10010253333333,0.28720567988457807,747
495,43.58252860333337,61.10010253333333,0.28670285652046484,747
496,43.58252860333337,61.10010253333333,0.28670285652046484,748
497,43.63003567666664,61.10010253333333,0.2859253279834653,749
498,43.63003567666664,61.10010253333333,0.2859253279834653,750
499,43.63096921,61.10010253333333,0.28591004923114477,751
500,43.63096921,61.10010253333333,0.28591004923114477,752
501,43.644175476666675,61.10010253333333,0.2856939077498851,753
502,43.644175476666675,61.10010253333333,0.2856939077498851,754
503,43.65258525650296,61.10010253333333,0.2855562683763391,755
504,43.65258525650296,61.10010253333333,0.2855562683763391,758
505,43.69385646333336,61.10010253333333,0.2848807996763007,759
506,43.69385646333336,61.10010253333333,0.2848807996763007,759
507,43.72324102666668,61.10010253333333,0.284399874733216,760
508,43.72324102666668,61.10010253333333,0.284399874733216,761
509,43.749795594999995,61.10010253333333,0.28396526714284687,762
510,43.749795594999995,61.10010253333333,0.28396526714284687,763
511,43.75403909333336,61.10010253333333,0.28389581556817806,765
512,43.75403909333336,61.10010253333333,0.28389581556817806,765
513,43.769238485555505,61.10010253333333,0.28364705342880436,766
514,43.769238485555505,61.10010253333333,0.28364705342880436,767
515,43.83104857666666,61.10010253333333,0.2826354333406476,768
516,43.83104857666666,61.10010253333333,0.2826354333406476,769
517,43.84469351666665,61.10010253333333,0.2824121122751462,770
518,43.84469351666665,61.10010253333333,0.2824121122751462,771
519,43.880410063333315,61.10010253333333,0.2818275543908582,771
520,43.880410063333315,61.10010253333333,0.2818275543908582,771
521,43.88189486184014,61.10010253333333,0.28180325331041384,772
522,43.88189486184014,61.10010253333333,0.28180325331041384,773
523,43.89702101000004,61.10010253333333,0.2815556899261847,773
524,43.89702101000004,61.10010253333333,0.2815556899261847,774
525,43.93104488666666,61.10010253333333,0.2809988352687304,775
526,43.93104488666666,61.10010253333333,0.2809988352687304,775
527,43.97006630000001,61.10010253333333,0.2803601880043978,776
528,43.97006630000001,61.10010253333333,0.2803601880043978,777
529,44.00581746999997,61.10010253333333,0.2797750634543948,778
530,44.00581746999997,61.10010253333333,0.2797750634543948,778
531,44.02477946333332,61.10010253333333,0.2794647203854449,779
532,44.02477946333332,61.10010253333333,0.2794647203854449,782
533,44.032937030000014,61.10010253333333,0.27933120888008783,783
534,44.032937030000014,61.10010253333333,0.27933120888008783,784
535,44.12123551166665,61.10010253333333,0.2778860643057647,785
536,44.12123551166665,58.276884133333326,0.24290331976705498,787
537,44.1279384559072,58.276884133333326,0.24278830084762865,788
538,44.1279384559072,58.276884133333326,0.24278830084762865,789
539,44.15155323333332,58.276884133333326,0.24238308396314165,790
540,44.15155323333332,58.276884133333326,0.24238308396314165,791
541,44.17732926333338,58.276884133333326,0.24194078114645218,792
542,44.17732926333338,58.276884133333326,0.24194078114645218,793
543,44.212389613333286,58.276884133333326,0.2413391643901463,794
544,44.212389613333286,58.276884133333326,0.2413391643901463,796
545,44.21254662,58.276884133333326,0.2413364702401579,797
546,44.21254662,58.276884133333326,0.2413364702401579,797
547,44.23657074333333,58.276884133333326,0.24092422919998202,797
548,44.23657074333333,58.276884133333326,0.24092422919998202,797
549,44.248733714332545,58.276884133333326,0.24071551915688183,798
550,44.248733714332545,58.276884133333326,0.24071551915688183,799
551,44.256498119999975,58.276884133333326,0.24058228613004967,804
552,44.256498119999975,58.276884133333326,0.24058228613004967,804
553,44.30517414333332,58.276884133333326,0.2397470317396129,804
554,44.30517414333332,58.276884133333326,0.2397470317396129,805
555,44.333894103333336,58.276884133333326,0.23925421266688573,806
556,44.333894103333336,58.276884133333326,0.23925421266688573,806
557,44.38622882333334,58.276884133333326,0.23835617700869463,806
558,44.38622882333334,58.276884133333326,0.23835617700869463,806
559,44.43361374333334,58.276884133333326,0.23754307725731488,806
560,44.43361374333334,58.276884133333326,0.23754307725731488,807
561,44.44171285,58.276884133333326,0.23740410094128309,808
562,44.44171285,58.276884133333326,0.23740410094128309,814
563,44.45328167022867,58.276884133333326,0.23720558620596885,815
564,44.45328167022867,58.276884133333326,0.23720558620596885,819
565,44.523074263333314,58.276884133333326,0.23600798283127633,820
566,44.523074263333314,58.276884133333326,0.23600798283127633,820
567,44.59135839666668,58.276884133333326,0.23483626381525732,821
568,44.59135839666668,58.276884133333326,0.23483626381525732,822
569,44.59177221000003,58.276884133333326,0.23482916300093776,823
570,44.59177221000003,58.276884133333326,0.23482916300093776,823
571,44.60423439,58.276884133333326,0.23461531869224997,824
572,44.60423439,58.276884133333326,0.23461531869224997,825
573,44.60428112333335,58.276884133333326,0.2346145167733752,826
574,44.60428112333335,58.276884133333326,0.2346145167733752,827
575,44.68150041000001,58.276884133333326,0.23328947533001337,828
576,44.68150041000001,58.276884133333326,0.23328947533001337,833
577,44.68561828596566,58.276884133333326,0.23321881479235962,834
578,44.68561828596566,58.276884133333326,0.23321881479235962,835
579,44.71698529235289,58.276884133333326,0.23268057382677432,836
580,44.71698529235289,58.276884133333326,0.23268057382677432,837
581,44.72747122333332,58.276884133333326,0.23250064088876002,838
582,44.72747122333332,58.276884133333326,0.23250064088876002,839
