iteration,LB,UB,gap,n_cuts
178,37.704829852287574,inf,inf,862
179,37.72473673736195,inf,inf,871
180,37.72473673736195,inf,inf,876
181,37.83246637921288,62.301872966666664,0.392755553280808,878
182,37.83246637921288,62.301872966666664,0.392755553280808,879
183,37.83295544499999,62.301872966666664,0.39274770334365816,880
184,37.83295544499999,62.301872966666664,0.39274770334365816,894
185,37.877176035000005,62.301872966666664,0.3920379238796656,894
186,37.877176035000005,62.301872966666664,0.3920379238796656,895
187,38.07944407166666,62.301872966666664,0.3887913435276612,896
188,38.07944407166666,62.301872966666664,0.3887913435276612,897
189,38.114789291213896,62.301872966666664,0.3882240215858931,897
190,38.114789291213896,62.301872966666664,0.3882240215858931,909
191,38.12940900333334,62.301872966666664,0.38798936231445724,909
192,38.12940900333334,62.301872966666664,0.38798936231445724,916
193,38.199237009999976,62.301872966666664,0.386868561231896,917
194,38.199237009999976,62.301872966666664,0.386868561231896,918
195,38.22188557222224,62.301872966666664,0.386505031836329,919
196,38.22188557222224,62.301872966666664,0.386505031836329,920
197,38.23038890166664,62.301872966666664,0.3863685459003612,921
198,38.23038890166664,62.301872966666664,0.3863685459003612,922
199,38.3077197182277,62.301872966666664,0.385127318102885,926
200,38.3077197182277,62.301872966666664,0.385127318102885,927
201,38.333346240910544,62.301872966666664,0.38471598981590793,928
202,38.333346240910544,62.301872966666664,0.38471598981590793,929
203,38.34129365666668,62.301872966666664,0.3845884267848512,930
204,38.34129365666668,62.301872966666664,0.3845884267848512,931
205,38.34339137333332,62.301872966666664,0.3845547565825483,932
206,38.34339137333332,62.301872966666664,0.3845547565825483,946
207,38.35626380176353,62.301872966666664,0.3843481427551101,946
208,38.35626380176353,62.301872966666664,0.3843481427551101,950
209,38.393549686146216,62.301872966666664,0.3837496714314208,951
210,38.393549686146216,62.301872966666664,0.3837496714314208,957
211,38.42174601666667,62.301872966666664,0.3832970954625484,957
212,38.42174601666667,62.301872966666664,0.3832970954625484,963
213,38.44841319767741,62.301872966666664,0.38286906369173773,963
214,38.44841319767741,62.301872966666664,0.38286906369173773,969
215,38.48657721166667,62.301872966666664,0.3822564976135128,970
216,38.48657721166667,62.301872966666664,0.3822564976135128,970
217,38.500691283333325,62.301872966666664,0.3820299543172269,973
218,38.500691283333325,62.301872966666664,0.3820299543172269,978
219,38.52548637000001,62.301872966666664,0.381631971311484,979
220,38.52548637000001,62.301872966666664,0.381631971311484,987
221,38.61492212333335,62.301872966666664,0.380196448604467,988
222,38.61492212333335,62.301872966666664,0.380196448604467,993
223,38.6492286216462,62.301872966666664,0.37964579905447343,994
224,38.6492286216462,62.301872966666664,0.37964579905447343,996
225,38.690725815237414,62.301872966666664,0.3789797325043809,997
226,38.690725815237414,62.301872966666664,0.3789797325043809,1002
227,38.70374044587719,62.301872966666664,0.3787708362060828,1003
228,38.70374044587719,62.301872966666664,0.3787708362060828,1004
229,38.717989265000014,62.301872966666664,0.37854213009430265,1004
230,38.717989265000014,62.301872966666664,0.37854213009430265,1010
231,38.831887192821824,62.301872966666664,0.3767139679155709,1011
232,38.831887192821824,62.301872966666664,0.3767139679155709,1012
233,38.849346556666674,62.301872966666664,0.3764337297298876,1013
234,38.849346556666674,62.301872966666664,0.3764337297298876,1016
235,38.878384146167946,62.301872966666664,0.37596765081253614,1017
236,38.878384146167946,62.301872966666664,0.37596765081253614,1021
237,38.920155043333345,62.301872966666664,0.3752971910787213,1022
238,38.920155043333345,62.301872966666664,0.3752971910787213,1023
239,39.02600155333332,62.301872966666664,0.3735982612559115,1024
240,39.02600155333332,62.301872966666664,0.3735982612559115,1025
241,39.15204692673636,62.301872966666664,0.37157512186377034,1025
242,39.15204692673636,62.301872966666664,0.37157512186377034,1026
243,39.15887629499997,62.301872966666664,0.3714655044808826,1026
244,39.15887629499997,62.301872966666664,0.3714655044808826,1027
245,39.15894231077341,62.301872966666664,0.371464444869505,1028
246,39.15894231077341,62.301872966666664,0.371464444869505,1029
247,39.24348725666669,62.301872966666664,0.3701074239347008,1030
248,39.24348725666669,62.301872966666664,0.3701074239347008,1031
249,39.24662601833336,62.301872966666664,0.37005704404213563,1032
250,39.24662601833336,62.301872966666664,0.37005704404213563,1033
251,39.27270671424211,62.301872966666664,0.3696384258743848,1034
252,39.27270671424211,62.301872966666664,0.3696384258743848,1039
253,39.29189487833335,62.301872966666664,0.3693304389202605,1045
254,39.29189487833335,62.301872966666664,0.3693304389202605,1046
255,39.33838701666667,62.301872966666664,0.3685841991024272,1046
256,39.33838701666667,62.301872966666664,0.3685841991024272,1052
257,39.383582336282956,62.301872966666664,0.3678587743685598,1052
258,39.383582336282956,62.301872966666664,0.3678587743685598,1053
259,39.39806947999998,62.301872966666664,0.36762624293688395,1054
260,39.39806947999998,62.301872966666664,0.36762624293688395,1055
261,39.41006723666669,62.301872966666664,0.36743366836255087,1056
262,39.41006723666669,62.301872966666664,0.36743366836255087,1057
263,39.5032717733333,62.301872966666664,0.36593765335965556,1058
264,39.5032717733333,62.301872966666664,0.36593765335965556,1059
265,39.531572043333306,62.301872966666664,0.36548340907048077,1059
266,39.531572043333306,62.301872966666664,0.36548340907048077,1060
267,39.598715864999996,62.301872966666664,0.36440569152413005,1061
268,39.598715864999996,62.301872966666664,0.36440569152413005,1062
269,39.68827255833335,62.301872966666664,0.36296822762346576,1062
270,39.68827255833335,62.301872966666664,0.36296822762346576,1063
271,39.69246134166666,62.301872966666664,0.3629009939572235,1070
272,39.69246134166666,62.301872966666664,0.3629009939572235,1071
273,39.74413585666669,62.301872966666664,0.3620715724239788,1072
274,39.74413585666669,62.301872966666664,0.3620715724239788,1073
275,39.75697209499999,62.301872966666664,0.3618655394795091,1074
276,39.75697209499999,62.301872966666664,0.3618655394795091,1077
277,39.771083016666644,62.301872966666664,0.3616390467435009,1077
278,39.771083016666644,62.301872966666664,0.3616390467435009,1078
279,39.79033028857977,62.301872966666664,0.3613301110567131,1079
280,39.79033028857977,62.301872966666664,0.3613301110567131,1083
281,39.81492756833336,62.301872966666664,0.36093530302635496,1088
282,39.81492756833336,62.301872966666664,0.36093530302635496,1089
283,39.83427848333333,62.301872966666664,0.360624703776629,1089
284,39.83427848333333,62.301872966666664,0.360624703776629,1095
285,39.83978964216331,62.301872966666664,0.3605362448175712,1096
286,39.83978964216331,62.301872966666664,0.3605362448175712,1100
287,39.93265117666668,62.301872966666664,0.35904573530186124,1100
288,39.93265117666668,62.301872966666664,0.35904573530186124,1100
289,40.01913233999998,62.301872966666664,0.35765763636975423,1101
290,40.01913233999998,62.301872966666664,0.35765763636975423,1102
291,40.13234796166668,62.301872966666664,0.35584042580648145,1103
292,40.13234796166668,62.301872966666664,0.35584042580648145,1103
293,40.13792879666664,62.301872966666664,0.35575084848345384,1109
294,40.13792879666664,62.301872966666664,0.35575084848345384,1110
295,40.166177050000016,62.301872966666664,0.35529743910764766,1110
296,40.166177050000016,62.301872966666664,0.35529743910764766,1111
297,40.180050669999986,62.301872966666664,0.35507475527264654,1112
298,40.180050669999986,62.301872966666664,0.35507475527264654,1113
299,40.251795360753434,62.301872966666664,0.35392318972032627,1114
300,40.251795360753434,62.301872966666664,0.35392318972032627,1120
301,40.26251543974817,62.301872966666664,0.3537511229993069,1121
302,40.26251543974817,62.301872966666664,0.3537511229993069,1122
303,40.304824513333315,62.301872966666664,0.35307202505938173,1123
304,40.304824513333315,62.301872966666664,0.35307202505938173,1124
305,40.310331244999986,62.301872966666664,0.35298363716019904,1125
306,40.310331244999986,62.301872966666664,0.35298363716019904,1130
307,40.363422991666724,62.301872966666664,0.35213146780896387,1131
308,40.363422991666724,62.301872966666664,0.35213146780896387,1132
309,40.55102998999995,62.301872966666664,0.349120210050572,1132
310,40.55102998999995,62.301872966666664,0.349120210050572,1133
311,40.58206840313022,62.301872966666664,0.34862201614961363,1133
312,40.58206840313022,62.301872966666664,0.34862201614961363,1134
313,40.58451972289251,62.301872966666664,0.34858267030581214,1135
314,40.58451972289251,62.301872966666664,0.34858267030581214,1149
315,40.65804563000002,62.301872966666664,0.3474025146603013,1149
316,40.65804563000002,62.301872966666664,0.3474025146603013,1149
317,40.69893582666666,62.301872966666664,0.3467461909461086,1149
318,40.69893582666666,62.301872966666664,0.3467461909461086,1154
319,40.89488731314522,62.301872966666664,0.343600996794668,1154
320,40.89488731314522,62.301872966666664,0.343600996794668,1155
321,40.94524151,62.301872966666664,0.3427927675319342,1156
322,40.94524151,62.301872966666664,0.3427927675319342,1157
323,41.02294266999998,62.301872966666664,0.341545595395688,1157
324,41.02294266999998,62.301872966666664,0.341545595395688,1158
325,41.169834314999996,62.301872966666664,0.3391878549618072,1159
326,41.169834314999996,62.301872966666664,0.3391878549618072,1160
327,41.22389675000001,62.301872966666664,0.33832010520685296,1165
328,41.22389675000001,62.301872966666664,0.33832010520685296,1166
329,41.27041339000002,62.301872966666664,0.33757347211566324,1167
330,41.27041339000002,62.301872966666664,0.33757347211566324,1173
331,41.277980813333315,62.301872966666664,0.3374520082980772,1174
332,41.277980813333315,62.301872966666664,0.3374520082980772,1175
333,41.29591510833332,62.301872966666664,0.337164147048551,1176
334,41.29591510833332,62.301872966666664,0.337164147048551,1177
335,41.38364842551637,62.301872966666664,0.33575594994298424,1178
336,41.38364842551637,62.301872966666664,0.33575594994298424,1179
337,41.44221984333333,62.301872966666664,0.3348158270377178,1180
338,41.44221984333333,62.301872966666664,0.3348158270377178,1180
339,41.451661728152104,62.301872966666664,0.3346642764603568,1181
340,41.451661728152104,62.301872966666664,0.3346642764603568,1193
341,41.498026755431994,62.301872966666664,0.33392007688701975,1193
342,41.498026755431994,62.301872966666664,0.33392007688701975,1198
343,41.551414695000005,62.301872966666664,0.3330631533785311,1200
344,41.551414695000005,62.301872966666664,0.3330631533785311,1201
345,41.56377556859023,62.301872966666664,0.3328647504573727,1202
346,41.56377556859023,62.301872966666664,0.3328647504573727,1203
347,41.61826739066663,62.301872966666664,0.33199010866120143,1203
348,41.61826739066663,62.301872966666664,0.33199010866120143,1208
349,41.660428963239426,62.301872966666664,0.33131337824259344,1209
350,41.660428963239426,62.301872966666664,0.33131337824259344,1210
351,41.70786306817156,62.301872966666664,0.3305520190302064,1215
352,41.70786306817156,62.301872966666664,0.3305520190302064,1221
353,41.71705837833332,62.301872966666664,0.33040442619352434,1225
354,41.71705837833332,62.301872966666664,0.33040442619352434,1226
355,41.78673679000005,62.301872966666664,0.32928602624262704,1226
356,41.78673679000005,62.301872966666664,0.32928602624262704,1227
357,41.79198617000003,62.301872966666664,0.32920176906463194,1227
358,41.79198617000003,62.301872966666664,0.32920176906463194,1234
359,41.79325020166664,62.301872966666664,0.32918148024173755,1235
360,41.79325020166664,62.301872966666664,0.32918148024173755,1244
361,41.829841186666684,62.301872966666664,0.32859416266591407,1245
362,41.829841186666684,62.301872966666664,0.32859416266591407,1246
363,41.96805192333331,62.301872966666664,0.32637575846576145,1246
364,41.96805192333331,62.301872966666664,0.32637575846576145,1247
365,41.969871662428744,62.301872966666664,0.3263465500486019,1248
366,41.969871662428744,62.301872966666664,0.3263465500486019,1255
367,42.001335036666646,62.301872966666664,0.325841535147128,1255
368,42.001335036666646,62.301872966666664,0.325841535147128,1260
369,42.023911349999956,62.301872966666664,0.32547916540993904,1261
370,42.023911349999956,62.301872966666664,0.32547916540993904,1262
371,42.03125455000002,62.301872966666664,0.32536130057457535,1263
372,42.03125455000002,62.301872966666664,0.32536130057457535,1264
373,42.05092080166664,62.301872966666664,0.3250456398932802,1265
374,42.05092080166664,62.301872966666664,0.3250456398932802,1265
375,42.07009181833334,62.301872966666664,0.3247379281704408,1266
376,42.07009181833334,62.301872966666664,0.3247379281704408,1267
377,42.11671253500001,62.301872966666664,0.3239896245569745,1268
378,42.11671253500001,62.301872966666664,0.3239896245569745,1268
379,42.18512889833332,62.301872966666664,0.322891481594725,1274
380,42.18512889833332,62.301872966666664,0.322891481594725,1285
381,42.18823369666666,62.301872966666664,0.3228416468436093,1285
382,42.18823369666666,62.301872966666664,0.3228416468436093,1291
383,42.20782331000001,62.301872966666664,0.32252721627514414,1292
384,42.20782331000001,62.301872966666664,0.32252721627514414,1296
385,42.232993143333346,62.301872966666664,0.32212321825494333,1297
386,42.232993143333346,62.301872966666664,0.32212321825494333,1298
387,42.27730278627042,62.301872966666664,0.32141200941278253,1299
388,42.27730278627042,62.301872966666664,0.32141200941278253,1301
389,42.28641946959249,62.301872966666664,0.3212656786062119,1302
390,42.28641946959249,62.301872966666664,0.3212656786062119,1307
391,42.312514764201666,62.301872966666664,0.3208468261164459,1308
392,42.312514764201666,62.301872966666664,0.3208468261164459,1309
393,42.343958029999975,62.301872966666664,0.32034213397315936,1310
394,42.343958029999975,62.301872966666664,0.32034213397315936,1313
395,42.388460456666664,62.301872966666664,0.31962783078213813,1314
396,42.388460456666664,62.301872966666664,0.31962783078213813,1319
397,42.41731017000002,62.301872966666664,0.31916476744295424,1319
398,42.41731017000002,62.301872966666664,0.31916476744295424,1319
399,42.442303989999985,62.301872966666664,0.3187635945919657,1320
400,42.442303989999985,62.301872966666664,0.3187635945919657,1321
401,42.462466892326844,62.301872966666664,0.31843996222961846,1321
402,42.462466892326844,62.301872966666664,0.31843996222961846,1322
403,42.4683820116667,62.301872966666664,0.3183450193481578,1323
404,42.4683820116667,62.301872966666664,0.3183450193481578,1325
405,42.48511054999997,62.301872966666664,0.31807651155639,1325
406,42.48511054999997,62.301872966666664,0.31807651155639,1326
407,42.512537118333356,62.301872966666664,0.3176362909494099,1327
408,42.512537118333356,62.301872966666664,0.3176362909494099,1328
409,42.54377040333335,62.301872966666664,0.3171349691831012,1329
410,42.54377040333335,62.301872966666664,0.3171349691831012,1330
411,42.551171550000014,62.301872966666664,0.31701617425264017,1331
412,42.551171550000014,62.301872966666664,0.31701617425264017,1332
413,42.577654002157495,62.301872966666664,0.3165911075428215,1332
414,42.577654002157495,62.301872966666664,0.3165911075428215,1339
415,42.615186144999996,62.301872966666664,0.3159886835536971,1340
416,42.615186144999996,62.301872966666664,0.3159886835536971,1341
417,42.62445839000003,62.301872966666664,0.31583985584501817,1341
418,42.62445839000003,62.301872966666664,0.31583985584501817,1343
419,42.70377749666664,62.301872966666664,0.3145667142380388,1344
420,42.70377749666664,62.301872966666664,0.3145667142380388,1345
421,42.71213917666669,62.301872966666664,0.3144325019005618,1346
422,42.71213917666669,62.301872966666664,0.3144325019005618,1347
423,42.71860352333336,62.301872966666664,0.31432874343618744,1347
424,42.71860352333336,62.301872966666664,0.31432874343618744,1355
425,42.74194192333334,62.301872966666664,0.31395414153597695,1356
426,42.74194192333334,62.301872966666664,0.31395414153597695,1357
427,42.75924273499997,62.301872966666664,0.3136764482525682,1358
428,42.75924273499997,62.301872966666664,0.3136764482525682,1365
429,42.796094903333305,62.301872966666664,0.3130849384539294,1366
430,42.796094903333305,62.301872966666664,0.3130849384539294,1367
431,42.80583180333332,62.301872966666664,0.3129286526227599,1367
432,42.80583180333332,62.301872966666664,0.3129286526227599,1372
433,42.80970273,62.301872966666664,0.31286652083630856,1372
434,42.80970273,62.301872966666664,0.31286652083630856,1374
435,42.83166548333338,62.301872966666664,0.3125139992781664,1375
436,42.83166548333338,62.301872966666664,0.3125139992781664,1376
437,42.83860670499999,62.301872966666664,0.3124025865495263,1376
438,42.83860670499999,62.301872966666664,0.3124025865495263,1377
439,42.88768958333334,62.301872966666664,0.31161476307013247,1378
440,42.88768958333334,62.301872966666664,0.31161476307013247,1379
441,42.90826812166668,62.301872966666664,0.31128445938336613,1379
442,42.90826812166668,62.301872966666664,0.31128445938336613,1379
443,42.91819863206882,62.301872966666664,0.3111250659345134,1380
444,42.91819863206882,62.301872966666664,0.3111250659345134,1387
445,42.92643724166665,62.301872966666664,0.3109928289855177,1387
446,42.92643724166665,62.301872966666664,0.3109928289855177,1388
447,42.93455274532789,62.301872966666664,0.3108625679953612,1388
448,42.93455274532789,62.301872966666664,0.3108625679953612,1389
449,42.96644108085047,62.301872966666664,0.3103507320905299,1390
450,42.96644108085047,62.301872966666664,0.3103507320905299,1391
451,43.00326136333331,62.301872966666664,0.3097597340879091,1392
452,43.00326136333331,62.301872966666664,0.3097597340879091,1393
453,43.07549275705542,62.301872966666664,0.3086003565237585,1394
454,43.07549275705542,62.301872966666664,0.3086003565237585,1403
455,43.09403929666666,62.301872966666664,0.308302668208334,1403
456,43.09403929666666,62.301872966666664,0.308302668208334,1403
457,43.14978085166665,62.301872966666664,0.3074079670967027,1404
458,43.14978085166665,62.301872966666664,0.3074079670967027,1411
459,43.15673609833332,62.301872966666664,0.30729632925444406,1411
460,43.15673609833332,62.301872966666664,0.30729632925444406,1412
461,43.18082704166666,62.301872966666664,0.3069096483701273,1412
462,43.18082704166666,62.301872966666664,0.3069096483701273,1413
463,43.20095020149104,62.301872966666664,0.30658665390999046,1413
464,43.20095020149104,62.301872966666664,0.30658665390999046,1421
465,43.219816630000025,62.301872966666664,0.3062838310956735,1422
466,43.219816630000025,62.301872966666664,0.3062838310956735,1422
467,43.324469813333366,62.301872966666664,0.30460405521815964,1423
468,43.324469813333366,62.301872966666664,0.30460405521815964,1424
469,43.332556037834934,62.301872966666664,0.30447426418433476,1425
470,43.332556037834934,62.301872966666664,0.30447426418433476,1426
471,43.34718062333334,62.301872966666664,0.30423952669086923,1430
472,43.34718062333334,62.301872966666664,0.30423952669086923,1431
473,43.38855390499994,62.301872966666664,0.3035754490364344,1432
474,43.38855390499994,62.301872966666664,0.3035754490364344,1433
475,43.41777290333333,62.301872966666664,0.30310645834735794,1433
476,43.41777290333333,62.301872966666664,0.30310645834735794,1434
477,43.435919079359174,62.301872966666664,0.30281519622052666,1435
478,43.435919079359174,62.301872966666664,0.30281519622052666,1436
479,43.43690063662115,62.301872966666664,0.3027994413609176,1437
480,43.43690063662115,62.301872966666664,0.3027994413609176,1439
481,43.49960891399999,62.301872966666664,0.30179291821172755,1440
482,43.49960891399999,62.301872966666664,0.30179291821172755,1441
483,43.51647244666669,62.301872966666664,0.30152224364186797,1442
484,43.51647244666669,62.301872966666664,0.30152224364186797,1443
485,43.53924072194438,62.301872966666664,0.30115679274619633,1448
486,43.53924072194438,62.301872966666664,0.30115679274619633,1449
487,43.55117175666668,62.301872966666664,0.30096528911790754,1450
488,43.55117175666668,62.301872966666664,0.30096528911790754,1450
489,43.575785890000006,62.301872966666664,0.300570210572733,1451
490,43.575785890000006,62.301872966666664,0.300570210572733,1457
491,43.58130212999997,62.301872966666664,0.3004816700564163,1458
492,43.58130212999997,62.301872966666664,0.3004816700564163,1459
493,43.61064096993009,62.301872966666664,0.3000107558040339,1460
494,43.61064096993009,62.301872966666664,0.3000107558040339,1461
495,43.68209761166667,62.301872966666664,0.298863813692441,1462
496,43.68209761166667,62.301872966666664,0.298863813692441,1468
497,43.68227628999999,62.301872966666664,0.29886094574762956,1469
498,43.68227628999999,62.301872966666664,0.29886094574762956,1469
499,43.69418609000002,62.301872966666664,0.29866978295535845,1469
500,43.69418609000002,62.301872966666664,0.29866978295535845,1470
501,43.75006313,62.301872966666664,0.2977729071900042,1471
502,43.75006313,62.301872966666664,0.2977729071900042,1476
503,43.75616104080224,62.301872966666664,0.2976750303443835,1477
504,43.75616104080224,62.301872966666664,0.2976750303443835,1477
505,43.79310839683646,62.301872966666664,0.29708199269920726,1477
506,43.79310839683646,62.301872966666664,0.29708199269920726,1482
507,43.857934184999976,62.301872966666664,0.2960414816346651,1482
508,43.857934184999976,62.301872966666664,0.2960414816346651,1483
509,43.871524025,62.301872966666664,0.2958233527189053,1484
510,43.871524025,62.301872966666664,0.2958233527189053,1485
511,43.93618419833331,62.301872966666664,0.29478549991843006,1489
512,43.93618419833331,62.301872966666664,0.29478549991843006,1490
513,43.944977669999986,62.301872966666664,0.29464435694394225,1496
514,43.944977669999986,62.301872966666664,0.29464435694394225,1497
515,43.94810841666671,62.301872966666664,0.2945941056991939,1498
516,43.94810841666671,62.301872966666664,0.2945941056991939,1505
517,43.94843067175708,62.301872966666664,0.2945889332208233,1506
518,43.94843067175708,62.301872966666664,0.2945889332208233,1507
519,43.97855397,62.301872966666664,0.2941054277207714,1514
520,43.97855397,62.301872966666664,0.2941054277207714,1516
521,43.98146905,62.301872966666664,0.2940586381162027,1516
522,43.98146905,62.301872966666664,0.2940586381162027,1517
523,43.99317116333334,62.301872966666664,0.2938708088780736,1518
524,43.99317116333334,62.301872966666664,0.2938708088780736,1519
525,43.9935364166667,62.301872966666664,0.29386494623998644,1520
526,43.9935364166667,62.301872966666664,0.29386494623998644,1521
527,43.99416605666666,62.301872966666664,0.2938548399627595,1522
528,43.99416605666666,62.301872966666664,0.2938548399627595,1522
529,43.99443760500003,62.301872966666664,0.2938504813725528,1523
530,43.99443760500003,62.301872966666664,0.2938504813725528,1527
531,44.01826469500005,62.301872966666664,0.29346803556690637,1531
532,44.01826469500005,62.301872966666664,0.29346803556690637,1542
533,44.030772625,62.301872966666664,0.293267272260695,1543
534,44.030772625,62.301872966666664,0.293267272260695,1544
535,44.044260903333324,62.301872966666664,0.2930507734992446,1545
536,44.044260903333324,62.301872966666664,0.2930507734992446,1550
537,44.046867863333325,62.301872966666664,0.29300892949238144,1551
538,44.046867863333325,62.301872966666664,0.29300892949238144,1552
539,44.04809009000003,62.301872966666664,0.2929893116765999,1553
540,44.04809009000003,62.301872966666664,0.2929893116765999,1554
